query_id	labels	specificity
14247	38	0.0296922
14248	3030	0.0035681
14249	13	0.0805928
14250	10606 23	0.0006614
14251	100	0.0508944
14252	16001	0.0007896
14253	1357 492	3.58e-05
14254	1313 23	0.0010281
14255	342	0.0041123
14256	100	0.0508944
14257	6907 3823	6.02e-05
14258	2620	0.006262
14259	18758 18757	0.0005254
14260	106	0.0203896
14261	6910 17	8.11e-05
14262	38	0.0296922
14263	17842 29	3.88e-05
14264	21303	0.0001329
14265	771 435	5.33e-05
14266	8631 5452	0.0008151
14267	860	0.0021103
14268	10342 7118	4.98e-05
14269	2656	0.0052612
14270	142	0.0086892
14271	1393	0.0050329
14272	91	0.0236403
14273	106	0.0203896
14274	37782 106	0.0001095
14275	2390 23	0.0010878
14276	8202 7130	7.76e-05
14277	1540	0.0050845
14278	95	0.0110695
14279	2148	0.0018082
14280	100	0.0508944
14281	3468 1134	7.4e-05
14282	2623 23	0.001005
14283	10177 6	0.0002948
14284	5369 1830	1.91e-05
14285	1077 14	0.0003748
14286	1221 600	0.0003395
14287	14002 8643	5.37e-05
14288	13216 2633	1.67e-05
14289	0	0.0097939
14290	36175	0.0001204
14291	1985	0.0055809
14292	7452 4080	2.22e-05
14293	38	0.0296922
14294	3239	0.0022354
14295	485	0.0019565
14296	40	0.0081678
14297	8	0.137973
14298	93	0.0154208
14299	2012 1391	0.0002196
14300	515	0.0058954
14301	2364	0.0028897
14302	8	0.137973
14303	106	0.0203896
14304	2256	0.0029699
14305	3068	0.0028467
14306	1589 23	0.0018548
14307	35	0.0368312
14308	9643	0.0005342
14309	4070 134	0.0002069
14310	4442 90	0.0025545
14311	1360 485	5.64e-05
14312	91	0.0236403
14313	3081	0.0013307
14314	83593	2.63e-05
14315	1	0.0266844
14316	40	0.0081678
14317	3316 23	0.0005494
14318	2970	0.0037858
14319	95	0.0110695
14320	18890	0.0001666
14321	10196 89	0.000682
14322	1443 23	0.0011308
14323	90	0.0180512
14324	1	0.0266844
14325	636 635	0.0004999
14326	4087 2697	1.91e-05
14327	6478 3254	4.34e-05
14328	27271 3879	0.0001103
14329	107	0.0105398
14330	348	0.006714
14331	14403 5725	0.0001609
14332	1237	0.0013878
14333	4	0.113336
14334	5754	0.0013896
14335	35	0.0368312
14336	42	0.0085986
14337	4324	0.0033697
14338	19225	1.87e-05
14339	52373 4615	4.73e-05
14340	100	0.0508944
14341	8230 5029	0.0007202
14342	16719 490	3.91e-05
14343	8665 968	0.0007421
14344	142	0.0086892
14345	3068	0.0028467
14346	4449 4	0.0005335
14347	6024 3170	5.63e-05
14348	5085 20	6.66e-05
14349	93	0.0154208
14350	945 937	6.13e-05
14351	1992 1964	0.000115
14352	2064	0.0035905
14353	10624 1840	0.0001963
14354	515	0.0058954
14355	91	0.0236403
14356	17	0.0991156
14357	4078 1077	2.42e-05
14358	3951 2656	4.15e-05
14359	102378 9630	4.29e-05
14360	90	0.0180512
14361	92861	1.07e-05
14362	106	0.0203896
14363	3425 3295	3.53e-05
14364	90	0.0180512
14365	3808 19	0.0003618
14366	140500	1.65e-05
14367	6083	0.0031519
14368	5550 23	0.0001409
14369	703	0.0025828
14370	107	0.0105398
14371	93	0.0154208
14372	26681 14444	0.0001216
14373	0	0.0097939
14374	106	0.0203896
14375	19	0.0869037
14376	8645 3606	0.0007614
14377	1504 89	0.0004542
14378	1085 90	0.0001289
14379	93	0.0154208
14380	2006	0.0054106
14381	18212 29	2.18e-05
14382	16	0.0909268
14383	89	0.170741
14384	906	0.0015785
14385	1391 591	0.000153
14386	93	0.0154208
14387	113334	1.44e-05
14388	14723	0.0003421
14389	35	0.0368312
14390	2618 6	0.0003964
14391	35	0.0368312
14392	35	0.0368312
14393	89	0.170741
14394	4	0.113336
14395	149480	1.14e-05
14396	1876	0.0026895
14397	9	0.131031
14398	28	0.0705726
14399	345	0.034881
14400	1548	0.004679
14401	3427	0.0023581
14402	90	0.0180512
14403	59972	1.35e-05
14404	2435 8	0.0005144
14405	1402 6	0.000721
14406	7571	0.0019121
14407	18328 2104	0.0002168
14408	1111 600	4.7e-05
14409	58831 8636	3.56e-05
14410	33629 8631	0.0001148
14411	3276 1473	2.45e-05
14412	3262 876	6.14e-05
14413	515	0.0058954
14414	142	0.0086892
14415	3545 374	0.0006283
14416	8613 471	0.0001836
14417	410 4	0.0003115
14418	2006	0.0054106
14419	3	0.0948589
14420	2006	0.0054106
14421	1952 937	0.0001639
14422	2314	0.0023858
14423	89	0.170741
14424	2872 522	2.27e-05
14425	0	0.0097939
14426	35	0.0368312
14427	3986 1906	3.03e-05
14428	4070 650	8.05e-05
14429	2072 4	0.0004744
14430	8658 5713	0.0002391
14431	1549 929	2.21e-05
14432	106	0.0203896
14433	444	0.0024757
14434	4078	0.0010746
14435	142	0.0086892
14436	5692 4614	0.0001309
14437	80825	1.64e-05
14438	1268	0.00545
14439	33	0.034613
14440	515	0.0058954
14441	8230 737	7.73e-05
14442	18891 1992	0.0001637
14443	107	0.0105398
14444	1985 1549	0.0001032
14445	95	0.0110695
14446	10053 2714	0.0008162
14447	4075 1498	2.52e-05
14448	2	0.0581971
14449	26	0.0073
14450	10466 964	3.94e-05
14451	98	0.0180067
14452	20918	0.0001147
14453	4653 21	0.0002204
14454	35	0.0368312
14455	580	0.004175
14456	43517	1.28e-05
14457	814 23	0.0017584
14458	15837 335	3.34e-05
14459	58809	1.68e-05
14460	95	0.0110695
14461	1065	0.002762
14462	3170 1002	0.0001439
14463	90167	1.39e-05
14464	5538 89	0.0001205
14465	62350	1.29e-05
14466	90	0.0180512
14467	102	0.0058842
14468	16114 3783	0.0001065
14469	2858 29	0.0001354
14470	2	0.0581971
14471	8	0.137973
14472	2	0.0581971
14473	57043	7.32e-05
14474	7405 5697	0.0001084
14475	10071 5	7.48e-05
14476	13	0.0805928
14477	106	0.0203896
14478	471 23	0.0003018
14479	35	0.0368312
14480	5686	0.0026587
14481	705	0.0021847
14482	5692 2212	0.0009761
14483	3820 819	2.83e-05
14484	2012 8	0.0005529
14485	8202 741	0.0007944
14486	2072 1828	4.84e-05
14487	35	0.0368312
14488	1636	0.0004879
14489	342	0.0041123
14490	95	0.0110695
14491	93	0.0154208
14492	98989	1.13e-05
14493	10054	0.0004525
14494	12975 3879	6.89e-05
14495	1	0.0266844
14496	25913	0.0004939
14497	6393 938	3.47e-05
14498	79610	1.59e-05
14499	106	0.0203896
14500	11231 1855	0.0003741
14501	2776	0.0027345
14502	9730	0.0003427
14503	89	0.170741
14504	1849 650	0.000515
14505	3080 1589	4.42e-05
14506	103	0.0137207
14507	4728 414	0.0001277
14508	38	0.0296922
14509	11589	1.78e-05
14510	5609	0.0001289
14511	7680	0.0012609
14512	2895 1473	6.56e-05
14513	336	0.0145691
14514	635	0.0047455
14515	28	0.0705726
14516	337	0.0063807
14517	35	0.0368312
14518	2364 1002	0.0001418
14519	142	0.0086892
14520	1393 28	0.0043556
14521	3428 3426	0.0003687
14522	110715	1.13e-05
14523	91	0.0236403
14524	5638 5599	0.0007315
14525	100	0.0508944
14526	6470	0.0002427
14527	6614 6608	0.0005335
14528	89	0.170741
14529	35	0.0368312
14530	142	0.0086892
14531	38	0.0296922
14532	24	0.0499079
14533	89	0.170741
14534	76006	2.58e-05
14535	3406 2072	0.0001121
14536	155590	1.34e-05
14537	6274 3301	0.000217
14538	28	0.0705726
14539	1	0.0266844
14540	1395	0.0029617
14541	90	0.0180512
14542	1893	0.0025596
14543	42	0.0085986
14544	2075 29	0.0004917
14545	2656 1849	0.0003048
14546	13010 3531	0.0004062
14547	8664 8639	0.0006017
14548	93869	9.5e-06
14549	8663	0.0019597
14550	125639	1.61e-05
14551	102	0.0058842
14552	1901	0.0046992
14553	4406 2504	0.0002304
14554	348	0.006714
14555	1050	0.0034413
14556	84628	1.4e-05
14557	98989	1.13e-05
14558	93	0.0154208
14559	997 6	4.33e-05
14560	28	0.0705726
14561	339	0.0080063
14562	8661 730	0.0005442
14563	107	0.0105398
14564	2027 89	0.0023926
14565	71351 71348	4.2e-05
14566	4324 23	0.0010441
14567	8181 4669	4.04e-05
14568	95	0.0110695
14569	1	0.0266844
14570	93	0.0154208
14571	89	0.170741
14572	28	0.0705726
14573	43050 730	1.55e-05
14574	1447	0.0059014
14575	109270	1.97e-05
14576	100	0.0508944
14577	36	0.0146104
14578	7	0.133382
14579	1085	0.0043584
14580	35	0.0368312
14581	37777 106	0.000115
14582	354	0.0041786
14583	20615	1.87e-05
14584	8663 7771	0.0001554
14585	3156 29	0.0010225
14586	3074 89	0.000233
14587	8	0.137973
14588	5773 1351	0.0005152
14589	3104 2294	0.000484
14590	3984	0.0023429
14591	8202 5692	0.0009086
14592	95	0.0110695
14593	522 89	0.0015879
14594	3040 17	0.000257
14595	13745 23	0.0002432
14596	8	0.137973
14597	4011	0.002387
14598	165	0.0020291
14599	1299	0.0018704
14600	89	0.170741
14601	553	0.0041122
14602	11070 8639	6.48e-05
14603	9267 29	0.0001284
14604	17	0.0991156
14605	93	0.0154208
14606	95	0.0110695
14607	11	0.0679536
14608	106	0.0203896
14609	5214 29	0.000879
14610	5498 5494	7.69e-05
14611	12039	0.0006402
14612	142	0.0086892
14613	9570	0.0008792
14614	11141 8325	3.09e-05
14615	29	0.191599
14616	136794	1.21e-05
14617	78083	1.61e-05
14618	9862 8	9.75e-05
14619	13577 851	9.92e-05
14620	1714	1.05e-05
14621	9975 20	3.66e-05
14622	20059	0.0002261
14623	12920 4793	0.0001469
14624	76400	1.57e-05
14625	8636	0.0009996
14626	8631 471	0.0001823
14627	6858 5	0.00043
14628	106	0.0203896
14629	90	0.0180512
14630	2495	0.0048589
14631	73212 18328	2.25e-05
14632	2781 7	9.09e-05
14633	337	0.0063807
14634	7307 4874	4.08e-05
14635	26	0.0073
14636	3437	0.0028275
14637	26	0.0073
14638	8	0.137973
14639	44306	9.2e-06
14640	17842 29	3.88e-05
14641	2	0.0581971
14642	4442	0.0042939
14643	6259	0.0013467
14644	6386 810	1.51e-05
14645	29	0.191599
14646	107	0.0105398
14647	37603	9.11e-05
14648	4	0.113336
14649	4340 89	0.0004397
14650	35	0.0368312
14651	11942 1080	0.0003097
14652	5645 29	3.14e-05
14653	35	0.0368312
14654	1611 23	0.0012665
14655	106	0.0203896
14656	17	0.0991156
14657	29	0.191599
14658	1402 727	3e-05
14659	13116	0.0023851
14660	17	0.0991156
14661	1849 902	0.0004174
14662	8645 4614	7.68e-05
14663	6960	0.0009351
14664	17	0.0991156
14665	8643 8631	0.0008173
14666	35	0.0368312
14667	515 23	0.002127
14668	515	0.0058954
14669	113460	1.51e-05
14670	3348	0.001838
14671	91	0.0236403
14672	25652 8664	2.79e-05
14673	2970 6	0.0004664
14674	6150 4661	3.34e-05
14675	358	0.0027399
14676	95	0.0110695
14677	37807 843	0.0001375
14678	7902 337	0.0014755
14679	1040 414	0.0001342
14680	336	0.0145691
14681	106	0.0203896
14682	90	0.0180512
14683	3040 8	0.0005404
14684	11794 6082	5.63e-05
14685	39625	1.8e-05
14686	107	0.0105398
14687	12392 335	0.0002247
14688	129160	1.45e-05
14689	28	0.0705726
14690	28	0.0705726
14691	91	0.0236403
14692	345	0.034881
14693	142	0.0086892
14694	2495	0.0048589
14695	21	0.0688177
14696	2012 936	0.0003031
14697	80587	1.85e-05
14698	8881 4926	0.0001019
14699	345	0.034881
14700	21	0.0688177
14701	8	0.137973
14702	2376	0.0032562
14703	2891 26	0.0005101
14704	91	0.0236403
14705	4862 618	1.85e-05
14706	348	0.006714
14707	2192 471	0.000179
14708	13076	1.53e-05
14709	103	0.0137207
14710	13	0.0805928
14711	52141	1.71e-05
14712	90763	1.98e-05
14713	71820	1.35e-05
14714	0	0.0097939
14715	35	0.0368312
14716	25812 29	7.72e-05
14717	8	0.137973
14718	100	0.0508944
14719	5686 4652	0.0003199
14720	6731	0.00112
14721	38	0.0296922
14722	132	0.0028818
14723	337	0.0063807
14724	106	0.0203896
14725	2169	0.0047348
14726	5679 1849	7.01e-05
14727	8	0.137973
14728	35	0.0368312
14729	11139 8616	6.52e-05
14730	932 23	0.0020008
14731	1617 20	0.0002319
14732	90	0.0180512
14733	20693	0.0003592
14734	37524	1.76e-05
14735	26	0.0073
14736	136	0.0025565
14737	11	0.0679536
14738	1122 91	0.0008608
14739	3798 6	0.0005456
14740	5	0.123527
14741	2033 19	0.0004011
14742	2493	0.0028101
14743	3531	0.0030088
14744	16027 1154	1.84e-05
14745	26	0.0073
14746	140	0.0044164
14747	2628 7	0.0001159
14748	7571 89	0.0008303
14749	71516	6.68e-05
14750	8	0.137973
14751	15609 1515	4.15e-05
14752	95	0.0110695
14753	9116	0.0003474
14754	8	0.137973
14755	105129	1.86e-05
14756	545	0.0026234
14757	11	0.0679536
14758	2370 14	0.0003922
14759	8	0.137973
14760	10432 19	4.35e-05
14761	12877	0.0006069
14762	9616	0.0002925
14763	604	0.0040371
14764	1884 23	0.0012938
14765	1409	0.0031651
14766	3406 1310	6.28e-05
14767	7118	0.0021016
14768	348	0.006714
14769	8031	0.0022443
14770	1305 36	6.11e-05
14771	89	0.170741
14772	40859 3531	2.28e-05
14773	16	0.0909268
14774	3646 90	0.0020284
14775	604	0.0040371
14776	35	0.0368312
14777	90	0.0180512
14778	936 490	0.0004663
14779	90	0.0180512
14780	89	0.170741
14781	17	0.0991156
14782	12543 4481	0.0010773
14783	128703	1.23e-05
14784	12263 23	0.0002835
14785	95	0.0110695
14786	1634 23	0.0017619
14787	26358 21730	0.0004196
14788	606 605	0.0035435
14789	95	0.0110695
14790	12055 17	3.75e-05
14791	1820 604	9.96e-05
14792	6040 354	2.24e-05
14793	2847 2435	0.0002087
14794	93	0.0154208
14795	100	0.0508944
14796	3677	0.0031056
14797	59495	1.48e-05
14798	6478 3642	3.16e-05
14799	1473 33	9.03e-05
14800	6	0.12844
14801	655	0.0014426
14802	8619 4133	4.1e-05
14803	928 89	0.0004971
14804	35	0.0368312
14805	56255	1.42e-05
14806	58957	1.6e-05
14807	339	0.0080063
14808	5558 1445	0.000654
14809	14	0.0863883
14810	385	0.0005276
14811	11808 8	0.000285
14812	95	0.0110695
14813	6207 3	0.0001676
14814	2620	0.006262
14815	337	0.0063807
14816	7405 2493	0.0001442
14817	42679	2.71e-05
14818	17076 610	0.0002139
14819	606 8	0.0005149
14820	142	0.0086892
14821	17473 3687	7.14e-05
14822	12	0.0648527
14823	2453	0.0002683
14824	29	0.191599
14825	449	0.0034745
14826	10260 3102	1.88e-05
14827	1393 28	0.0043556
14828	4	0.113336
14829	819	0.0018
14830	1361	0.0014837
14831	2982 20	0.0003824
14832	4793 1534	0.0003671
14833	2493	0.0028101
14834	1397	0.0004401
14835	515	0.0058954
14836	560 23	0.0008291
14837	91	0.0236403
14838	38	0.0296922
14839	42	0.0085986
14840	0	0.0097939
14841	9630 23	0.0006145
14842	25503 648	0.0001243
14843	8663 23	0.0008469
14844	93	0.0154208
14845	35	0.0368312
14846	5	0.123527
14847	17	0.0991156
14848	1360	0.0038998
14849	2027 342	0.0018742
14850	1985	0.0055809
14851	42728 8215	1.66e-05
14852	35	0.0368312
14853	910 7	0.0002796
14854	814	0.0027741
14855	539	0.0041383
14856	95	0.0110695
14857	5046 6	0.0002186
14858	21845	0.0002952
14859	7358 3879	0.0007319
14860	10	0.028769
14861	5108 38	3.07e-05
14862	659	0.0034072
14863	393 89	0.0005826
14864	1508 23	0.001614
14865	62832	1.26e-05
14866	3273 8	0.0005953
14867	28	0.0705726
14868	33394	1.75e-05
14869	31517 23	9.12e-05
14870	95	0.0110695
14871	92883	1.25e-05
14872	93	0.0154208
14873	1277	0.0024261
14874	14196 1838	1.86e-05
14875	22552	0.0006715
14876	106	0.0203896
14877	1534 1531	0.0004324
14878	8651 7142	0.0001898
14879	100	0.0508944
14880	21146	3.22e-05
14881	7984 3870	2.27e-05
14882	348	0.006714
14883	30714	2.63e-05
14884	503	0.0012667
14885	106	0.0203896
14886	3593	0.0046015
14887	1898	0.0025202
14888	6	0.12844
14889	348	0.006714
14890	3239	0.0022354
14891	13	0.0805928
14892	86044	1.18e-05
14893	630	0.0045248
14894	40151	1.14e-05
14895	1427	0.0017832
14896	25486 106	0.0001848
14897	35	0.0368312
14898	337	0.0063807
14899	103	0.0137207
14900	41268 27265	1.46e-05
14901	635	0.0047455
14902	33760 11799	2.2e-05
14903	28	0.0705726
14904	348	0.006714
14905	11764 639	1.9e-05
14906	6310	0.0021429
14907	1980 5	0.0005824
14908	6383 5507	6.09e-05
14909	93	0.0154208
14910	7097 464	0.0009111
14911	7851 606	0.0002613
14912	11531 5	3.46e-05
14913	515	0.0058954
14914	2656 29	0.0011625
14915	657	0.004924
14916	5784	0.0017295
14917	1985 1527	0.0004788
14918	1532 618	0.0005321
14919	5537 91	0.0009514
14920	26	0.0073
14921	69567	2.78e-05
14922	106	0.0203896
14923	93	0.0154208
14924	2169	0.0047348
14925	139684	1.54e-05
14926	68718	1.61e-05
14927	1985	0.0055809
14928	2499 1402	2.26e-05
14929	336	0.0145691
14930	99	0.0051176
14931	60497	2.86e-05
14932	3606	0.003805
14933	19705	0.0003675
14934	16	0.0909268
14935	42085	9e-06
14936	13604	0.0007469
14937	9150 8852	0.0001292
14938	100	0.0508944
14939	1	0.0266844
14940	736	0.0027229
14941	648 600	0.000526
14942	10243 5214	2.79e-05
14943	174332	7e-06
14944	5	0.123527
14945	1003	0.0039626
14946	1141 38	0.0024155
14947	0	0.0097939
14948	8770	0.0007922
14949	6645	0.0009509
14950	2962 1567	4.7e-05
14951	1154 342	2.92e-05
14952	3808 558	0.0002736
14953	100084	1.4e-05
14954	9376	0.0002674
14955	345	0.034881
14956	1106 14	4.55e-05
14957	6907 23	0.0006464
14958	945 10	5.61e-05
14959	8	0.137973
14960	89	0.170741
14961	69827 910	2.5e-05
14962	4738 1559	7.6e-05
14963	12378	1.65e-05
14964	5088 3879	2.33e-05
14965	79198 8619	2.23e-05
14966	2	0.0581971
14967	47573	1.49e-05
14968	1675	0.0024083
14969	3071 600	4.3e-05
14970	142	0.0086892
14971	346	0.0037554
14972	8667 8606	0.0003626
14973	1141 38	0.0024155
14974	29	0.191599
14975	12	0.0648527
14976	91	0.0236403
14977	113	0.0071253
14978	142	0.0086892
14979	91114	9.8e-06
14980	38	0.0296922
14981	22193	1.62e-05
14982	12772 2966	8.95e-05
14983	2718	0.0007816
14984	949	0.0016927
14985	1952 650	0.0006019
14986	15281 3808	0.0001534
14987	3295	0.0022961
14988	346	0.0037554
14989	936 490	0.0004663
14990	1225 29	0.0010403
14991	1540	0.0050845
14992	414	0.0054737
14993	3295 1313	7.06e-05
14994	60938	1.37e-05
14995	902	0.0050002
14996	13720 1690	3.39e-05
14997	606	0.0037681
14998	38	0.0296922
14999	8474 29	0.0002294
15000	35	0.0368312
15001	106	0.0203896
15002	7546 89	0.0013838
15003	1085	0.0043584
15004	106	0.0203896
15005	3068	0.0028467
15006	100084	1.4e-05
15007	89	0.170741
15008	609	0.0026375
15009	12359	8.97e-05
15010	42	0.0085986
15011	7096 6	8.3e-05
15012	1527 490	0.0004614
15013	12222 23	4.88e-05
15014	7026 4859	0.0003281
15015	136	0.0025565
15016	107	0.0105398
15017	4776 5	0.0001805
15018	17	0.0991156
15019	2825	0.0020773
15020	68711	1.64e-05
15021	17	0.0991156
15022	142	0.0086892
15023	414 89	0.001455
15024	1332	0.0014782
15025	9395 1567	3.57e-05
15026	133084 95414	1.03e-05
15027	2259 648	0.0002357
15028	2201 7	6.46e-05
15029	142	0.0086892
15030	89	0.170741
15031	6217 13	0.0001302
15032	3975 3350	4.21e-05
15033	2512 1675	0.0001047
15034	89	0.170741
15035	8	0.137973
15036	6423 4852	0.0002547
15037	95	0.0110695
15038	17	0.0991156
15039	2656	0.0052612
15040	2	0.0581971
15041	1985	0.0055809
15042	8031 4	0.0002541
15043	8	0.137973
15044	337	0.0063807
15045	5507	0.0018766
15046	8073	0.0007713
15047	100	0.0508944
15048	111	0.0031448
15049	2006 5	0.0013816
15050	41007 14958	1.05e-05
15051	0	0.0097939
15052	5666 89	0.0001306
15053	2	0.0581971
15054	7808	0.0023745
15055	131	0.0051747
15056	2174 23	0.0006499
15057	2694	0.0030938
15058	3192	0.0045015
15059	5371	0.0008104
15060	95	0.0110695
15061	100	0.0508944
15062	3200 1985	0.0001683
15063	10903 4815	1.85e-05
15064	3027 1567	0.0002602
15065	100	0.0508944
15066	1002 761	5.63e-05
15067	5612 17	0.0001255
15068	7108 5172	3.77e-05
15069	8666 968	0.0007187
15070	155535	1.07e-05
15071	1624	0.0023061
15072	18608 28	2.5e-05
15073	100	0.0508944
15074	5518 89	0.0011711
15075	593	0.0024908
15076	2072 23	0.0015229
15077	103	0.0137207
15078	89	0.170741
15079	1077	0.0042402
15080	26	0.0073
15081	16	0.0909268
15082	3989 20	8.74e-05
15083	16	0.0909268
15084	414 6	0.0007631
15085	5525	0.0033078
15086	933	0.0050898
15087	33	0.034613
15088	747 23	0.0019873
15089	98	0.0180067
15090	2776 10	0.000612
15091	1533 1495	0.000629
15092	2063 5	0.0004795
15093	1175 6	0.0007286
15094	2982	0.0037873
15095	35	0.0368312
15096	10283	0.0001311
15097	1090	0.0022122
15098	28	0.0705726
15099	2	0.0581971
15100	35	0.0368312
15101	7	0.133382
15102	585 22	9.33e-05
15103	16	0.0909268
15104	515 17	0.0006844
15105	12	0.0648527
15106	4505	0.0023842
15107	4147 23	0.0008664
15108	4736	0.0033444
15109	8902 2618	9.76e-05
15110	4728 6	0.0002807
15111	117	0.0041042
15112	63348 2212	2.32e-05
15113	1476 89	0.0009262
15114	7	0.133382
15115	27298	1.54e-05
15116	168493	1.42e-05
15117	11	0.0679536
15118	656 635	0.0010042
15119	10584 106	2.28e-05
15120	3076 20	0.0004177
15121	90	0.0180512
15122	10899 8611	0.0002461
15123	1985	0.0055809
15124	1548 12	0.0002306
15125	19891	0.0002438
15126	2018	0.002141
15127	3279 91	0.0014494
15128	8622 2194	0.0007867
15129	336	0.0145691
15130	8617 7097	0.0008235
15131	40	0.0081678
15132	35	0.0368312
15133	11231 165	0.0001488
15134	14	0.0863883
15135	142	0.0086892
15136	901 29	0.0007568
15137	8228	0.0022784
15138	635 610	0.0019768
15139	38	0.0296922
15140	46777	1.53e-05
15141	125639	1.61e-05
15142	14562	1.24e-05
15143	7358	0.0017806
15144	21307 6266	1.72e-05
15145	7994 902	0.0001178
15146	40170 8618	0.000106
15147	26	0.0073
15148	18	0.09593
15149	7965 3102	0.0001873
15150	1112 9	0.0002609
15151	6276 904	2.63e-05
15152	2	0.0581971
15153	3458 2264	0.0006279
15154	7575 3820	1.74e-05
15155	1685 98	0.0013566
15156	2896	0.0005806
15157	30879 5046	1.69e-05
15158	106	0.0203896
15159	2718 1394	0.0001532
15160	63348 8662	1.94e-05
15161	4863	0.0030879
15162	336	0.0145691
15163	6502 9	5.93e-05
15164	522	0.0036472
15165	6383 430	0.00013
15166	106	0.0203896
15167	38	0.0296922
15168	1629	0.0047872
15169	1268	0.00545
15170	95	0.0110695
15171	933	0.0050898
15172	89	0.170741
15173	1	0.0266844
15174	5697 933	5.39e-05
15175	2072 9	0.0005044
15176	358	0.0027399
15177	95	0.0110695
15178	107	0.0105398
15179	1004	0.0020404
15180	2364	0.0028897
15181	10097	0.0012129
15182	2094 29	0.0003884
15183	2033 29	0.0006439
15184	2840	0.001762
15185	605 604	0.0013093
15186	1985	0.0055809
15187	42728 8215	1.66e-05
15188	10261 1002	0.0002102
15189	28	0.0705726
15190	123892	1.54e-05
15191	630	0.0045248
15192	2006 1504	8.31e-05
15193	7	0.133382
15194	6269 1154	6.71e-05
15195	12969 968	6.22e-05
15196	6613 2012	6.92e-05
15197	1629	0.0047872
15198	140	0.0044164
15199	15892 23	0.0002101
15200	38	0.0296922
15201	7215	0.000863
15202	100	0.0508944
15203	14196 6	5.61e-05
15204	64734 16182	1.46e-05
15205	3845 18	0.0001462
15206	6705 1337	0.0002008
15207	95	0.0110695
15208	5537 23	0.0002622
15209	2003	0.0030073
15210	481 23	9.97e-05
15211	12550 8418	0.0006374
15212	3731 1508	0.0001028
15213	3213 23	0.0012286
15214	345	0.034881
15215	3606 2212	0.0008069
15216	73436	1.92e-05
15217	35	0.0368312
15218	8642 91	0.0008112
15219	35	0.0368312
15220	1548	0.004679
15221	17	0.0991156
15222	35	0.0368312
15223	45822	1.79e-05
